UMAP1,UMAP2,label,sentence
5.6417656,2.573562,agrammar_english,River sleeps blue the.
4.22563,3.258085,agrammar_english,Sleeps quick dog a.
4.7299657,3.0447078,agrammar_english,Book one sleeps slow.
-0.58681065,5.4252005,agrammar_english,Jumps car small one.
1.8177769,7.1317186,agrammar_english,Sleeps red one idea.
0.68538743,7.073294,agrammar_english,The thinks quick idea.
6.816098,6.1887274,agrammar_english,The swims happy scientist.
3.0902581,2.353924,agrammar_english,Cat swims slow a.
0.75604534,6.7045264,agrammar_english,Idea works small a.
4.26608,3.0465076,agrammar_english,Small sleeps house the.
3.8160021,4.6071415,agrammar_english,Big computer swims one.
0.6940108,7.004971,agrammar_english,Quick works idea the.
4.200517,3.0989249,agrammar_english,House sleeps one.
4.040305,5.300009,agrammar_english,Works a computer.
5.259949,3.175317,agrammar_english,A book sleeps red.
3.9658337,5.8778214,agrammar_english,Bright thinks one computer.
0.32013145,3.4259677,agrammar_english,River a flies blue.
1.7426423,1.9298581,agrammar_english,Swims dog small some.
-0.7408095,5.4638143,agrammar_english,Small the car jumps.
0.08463507,4.6866693,agrammar_english,Sad jumps tree the.
-0.0115621155,7.186751,agrammar_english,Jumps small idea some.
2.109021,3.0535848,agrammar_english,Green flies cat the.
1.9278123,3.437396,agrammar_english,Some big flies car.
1.8000818,7.0247316,agrammar_english,Sleeps big a idea.
3.1329658,5.0805163,agrammar_english,Works car red some.
6.3891773,4.534261,agrammar_english,Sleeps scientist big the.
3.9643555,7.1927958,agrammar_english,Happy one dog thinks.
0.070008375,7.3870025,agrammar_english,Idea happy one jumps.
3.3761053,7.44358,agrammar_english,One cat big thinks.
5.025336,4.303638,agrammar_english,A computer sleeps.
4.132711,3.2835984,agrammar_english,Quick sleeps a house.
1.8522226,7.0063634,agrammar_english,Sleeps one green idea.
-0.5378107,3.889195,agrammar_english,A big river jumps.
1.8944434,0.9440424,agrammar_english,Swims happy some book.
0.636858,6.9354205,agrammar_english,Works quick one idea.
0.2627482,2.6893864,agrammar_english,A river thinks bright.
4.791567,1.3529274,agrammar_english,A works sad river.
5.0011206,2.9189167,agrammar_english,Red sleeps house the.
5.160617,4.5096893,agrammar_english,Computer green sleeps some.
0.8622588,3.7872374,agrammar_english,Blue the tree flies.
-0.048020918,7.405245,agrammar_english,The idea jumps.
4.089079,3.075013,agrammar_english,House the quick sleeps.
1.8654474,1.7968408,agrammar_english,Scientist swims small some.
6.662674,6.0291953,agrammar_english,Happy one scientist works.
4.56563,4.6589613,agrammar_english,The slow jumps computer.
5.434293,2.5353343,agrammar_english,A red river sleeps.
0.9020646,7.7902126,agrammar_english,A bright idea swims.
0.12990189,4.756206,agrammar_english,One happy jumps tree.
6.541622,5.0904784,agrammar_english,The thinks red scientist.
4.350603,5.8259907,agrammar_english,Computer thinks the.
4.8056917,5.0182705,agrammar_english,Computer some jumps blue.
6.3469005,5.948876,agrammar_english,Works scientist a sad.
5.4685183,2.4473827,agrammar_english,The river slow sleeps.
2.0699928,5.356731,agrammar_english,Book green works one.
-0.37727425,3.0959136,agrammar_english,River one works big.
4.3401203,1.5285263,agrammar_english,Sad sleeps some car.
6.7833447,4.9238515,agrammar_english,Red jumps the scientist.
0.10867334,2.3881876,agrammar_english,Small a flies river.
3.5716016,6.844286,agrammar_english,Big car one thinks.
3.7367723,7.590972,agrammar_english,A thinks happy cat.
1.1539937,1.692769,agrammar_english,The swims tree.
3.0868998,4.0952034,agrammar_english,House works a small.
2.3592825,3.758031,agrammar_english,Small house one flies.
0.393977,6.9526124,agrammar_english,Idea some small runs.
0.13469814,3.559001,agrammar_english,Blue river runs some.
2.4575741,2.1164072,agrammar_english,Blue swims a cat.
5.1378393,1.6706442,agrammar_english,Sleeps happy tree the.
1.2266787,4.3877306,agrammar_english,One runs tree green.
5.3908706,2.499181,agrammar_english,Some river small sleeps.
6.2214394,4.405826,agrammar_english,Scientist a green sleeps.
0.046718303,4.6229205,agrammar_english,Slow tree jumps a.
2.237507,2.7617862,agrammar_english,Blue one flies cat.
4.3886046,5.7492213,agrammar_english,Thinks computer the big.
4.4285827,2.5802245,agrammar_english,Big car sleeps some.
6.323211,5.349149,agrammar_english,Some scientist blue thinks.
3.0492861,6.0530376,agrammar_english,Green thinks one car.
2.6171038,4.7240686,agrammar_english,One quick works car.
0.6591443,6.7187905,agrammar_english,Any idea works.
4.6670504,5.308658,agrammar_english,Happy jumps computer some.
4.1253667,2.7108078,agrammar_english,Quick the sleeps car.
0.44682637,2.6508353,agrammar_english,Slow river a thinks.
3.8118734,2.8485136,agrammar_english,Cat the sleeps quick.
3.2008753,7.3901525,agrammar_english,Quick cat thinks one.
-0.45502564,3.7269702,agrammar_english,A quick jumps river.
1.9469709,0.8935446,agrammar_english,Book happy a swims.
5.0976133,3.411866,agrammar_english,A book sleeps.
6.257438,5.672417,agrammar_english,Some scientist thinks.
-0.051236372,3.2712312,agrammar_english,Some green works river.
4.6257052,2.886454,agrammar_english,Small dog one sleeps.
2.271584,7.4953194,agrammar_english,Some red idea thinks.
2.8383672,6.4995522,agrammar_english,Quick thinks one book.
1.7397368,4.5273395,agrammar_english,Thinks one house blue.
1.4742519,6.6721497,agrammar_english,Blue the flies idea.
-0.66142756,5.071248,agrammar_english,The cat jumps big.
1.1222458,5.0837584,agrammar_english,Thinks quick one tree.
3.8461592,5.201526,agrammar_english,One computer works.
4.4256063,4.5799665,agrammar_english,Flies computer slow one.
1.1499832,4.5233855,agrammar_english,The tree bright works.
2.4361854,2.3928235,agrammar_english,Cat bright runs one.
4.015481,7.215058,agrammar_english,The happy car thinks.
6.5717874,5.8650293,agrammar_english,The quick works scientist.
-0.334415,3.15371,agrammar_english,River one works.
0.55161726,1.8384314,agrammar_english,River big one swims.
1.7462486,5.4806137,agrammar_english,Works a bright book.
1.5554745,7.506314,agrammar_english,Red the idea runs.
1.0986927,4.6789417,agrammar_english,One tree works.
0.40763947,7.2847815,agrammar_english,Big idea one runs.
-0.40836716,3.8404846,agrammar_english,A blue jumps river.
2.493954,3.6470125,agrammar_english,Happy house one flies.
3.3001149,7.5495424,agrammar_english,Quick some thinks cat.
0.00042228535,2.3992069,agrammar_english,One flies slow river.
2.9881482,4.882438,agrammar_english,Red car runs a.
0.7369131,4.457165,agrammar_english,Tree one runs big.
2.975815,6.264975,agrammar_english,Green book one thinks.
4.847031,2.9776628,agrammar_english,House sleeps red one.
4.3988557,6.0434546,agrammar_english,A computer thinks quick.
2.6875443,2.2549703,agrammar_english,The swims bright cat.
3.213187,2.7638268,agrammar_english,Cat slow a flies.
2.9279082,1.3898836,agrammar_english,Car one swims bright.
-0.35484326,3.118064,agrammar_english,River works one green.
3.9645157,5.032584,agrammar_english,One computer small runs.
-0.34872442,5.068664,agrammar_english,Jumps cat slow one.
3.7516687,6.507557,agrammar_english,Car slow a thinks.
3.1526034,6.415641,agrammar_english,Some dog green thinks.
0.5797217,1.7961541,agrammar_english,A river happy swims.
1.871862,1.5590603,agrammar_english,Swims some house big.
4.025722,1.6730634,agrammar_english,Car sad the runs.
-0.079984516,5.5351562,agrammar_english,Jumps book happy the.
2.7950683,1.2982804,agrammar_english,Car a green swims.
4.2986617,5.9930186,agrammar_english,Small computer a thinks.
1.7341994,5.399185,agrammar_english,Runs green a book.
-0.07275327,2.4134054,agrammar_english,Flies river any.
1.5780777,3.2715273,agrammar_english,Dog flies the.
0.7946781,6.6611924,agrammar_english,Bright the idea works.
4.3450017,5.385953,agrammar_english,Works computer happy a.
1.2189826,1.7843765,agrammar_english,Any swims tree.
0.7751858,7.828898,agrammar_english,Swims idea sad some.
